firmware_id,drone_vendor,drone_model,firmware_version,file_name,file_format,file_size_bytes,sha256_hash,is_signed,signature_type,encryption_used,compression_used,cpu_architecture,os_type,bootloader_present,filesystem_detected,entropy_score,avg_section_entropy,max_section_entropy,string_count,num_executables,num_scripts,hardcoded_ip_count,hardcoded_url_count,crypto_function_count,boot_time_ms,emulated_syscalls,clean_label
FW0510,DJI,Mavic Pro,v4.6.2,dji_mavic_pro_510.bin,bin,28893529,7e0343cf14b8da31d499a87a547bf3b00915dfaa8c2d8b86e95bf459d82d33bf,1,ECDSA,0,0,ARM,Linux,1,YAFFS,6.29,5.81,7.74,16304,2,1,0,2,40,2332,51,1
FW0511,ArduPilot,Cube Orange,v5.6.3,ardupilot_cube_orange_511.img,img,5352539,fadee7c14437c049e62fe135586e61e94922fff01a8c73731511b3b2d904c0b7,1,ECDSA,1,1,ARM,Linux,1,YAFFS,6.01,6.8,6.95,12718,5,3,1,2,9,2220,175,1
FW0512,DJI,Phantom 4,v3.5.5,dji_phantom_4_512.fw,fw,7978058,2d407f250a11fcd2ede818667ee1ff02667bad61eb3b92df8f75b7b906855deb,1,RSA,1,0,ARM,Linux,1,YAFFS,6.1,5.86,7.28,13127,7,1,1,0,23,2074,149,1
FW0513,ArduPilot,Cube Orange,v2.6.8,ardupilot_cube_orange_513.img,img,16151141,cdac1451c5601ce2e45162e307afa4dbbc44e4dc58cadcdada4510d726417a0f,1,RSA,1,0,MIPS,Bare-metal,1,None,5.96,6.97,7.68,2400,3,2,0,2,37,2372,225,1
FW0514,ArduPilot,Cube Orange,v4.0.4,ardupilot_cube_orange_514.img,img,23938465,71b9406eeb3ef2142843b69cd77ecc3992c67961202f5ab162fdafebe900203d,1,ECDSA,1,0,MIPS,Bare-metal,1,YAFFS,7.05,6.71,7.73,13955,2,1,1,2,29,1127,88,1
FW0515,DJI,Mavic Pro,v2.8.9,dji_mavic_pro_515.fw,fw,21802249,a6e6488a765581e53b1cf1282066a7a67d1f94de1a2cfa1c4719301532dd7a25,1,ECDSA,1,0,MIPS,RTOS,1,SquashFS,5.99,6.33,7.2,14101,5,3,1,2,23,896,188,1
FW0516,PX4,Pixhawk 4,v1.7.5,px4_pixhawk_4_516.img,img,13975085,fdf7dcb78007b510241c8dcff4220cf55c6eda7f03773c1ad148a9caa6de5455,1,ECDSA,0,0,MIPS,Bare-metal,1,SquashFS,6.65,6.17,6.99,19530,2,1,0,2,36,2565,278,1
FW0517,PX4,Pixhawk 6,v5.9.7,px4_pixhawk_6_517.img,img,25118733,f6a2585214a25a3c2781077ff0e6291b54293fb0b1bef8692d92bde86728881f,1,RSA,0,1,MIPS,Linux,1,SquashFS,6.77,6.73,7.69,5313,7,0,1,2,24,2530,152,1
FW0518,DJI,Phantom 4,v4.1.3,dji_phantom_4_518.fw,fw,10618724,3bf1b66b328a20479eaaf7d12f02b65d3a9414b3fc1db0c90085ed6b99ef71da,1,ECDSA,1,0,ARM,RTOS,1,None,6.56,6.79,7.28,8085,5,0,1,0,23,1916,51,1
FW0519,ArduPilot,Cube Orange,v2.4.4,ardupilot_cube_orange_519.bin,bin,28241262,6e5dc10438f26e598397b5f428f198facefcba311693f355c958e02afc3c7122,1,ECDSA,1,0,ARM,Linux,1,SquashFS,6.93,5.88,7.47,17094,7,2,1,1,40,851,137,1
FW0520,PX4,Pixhawk 6,v2.7.7,px4_pixhawk_6_520.img,img,29602838,e0e4ff55dd7230de7dcf24d2702c949090c0ac2e2d4d03ff9f044f49a6cb6c22,1,RSA,0,1,MIPS,RTOS,1,SquashFS,6.86,6.47,6.89,17942,6,0,0,2,38,2312,127,1
FW0521,PX4,Pixhawk 6,v1.2.9,px4_pixhawk_6_521.img,img,24632510,359bec9578e428414fd84afbd5f40e1796b3bc73f8b145f1ab914d74a24dceb7,1,RSA,1,1,MIPS,Linux,1,YAFFS,6.69,6.33,7.06,19615,3,3,0,0,30,1694,104,1
FW0522,DJI,Mini 3,v4.8.6,dji_mini_3_522.img,img,7993574,04264dda97243485816f04c4c53df15a366c75448c5e066a4be8c660de690b91,1,ECDSA,0,1,MIPS,RTOS,1,YAFFS,6.81,6.63,7.56,12412,7,1,1,1,34,1972,261,1
FW0523,ArduPilot,Cube Orange,v1.8.5,ardupilot_cube_orange_523.bin,bin,15423596,d55eab0d80fd17a046140ee642467a2e695af92ced559e5c28c72a3402ef3845,1,ECDSA,0,0,MIPS,Bare-metal,1,None,6.47,6.21,7.01,2951,4,1,0,2,31,893,133,1
FW0524,Parrot,Anafi,v1.5.0,parrot_anafi_524.fw,fw,22988133,e6273ec6327083c7079f505af7cb92633d04c3574a8087ff8a7eae964243acc0,1,ECDSA,0,0,MIPS,RTOS,1,None,7.2,5.8,7.83,8546,6,1,1,0,6,1647,197,1
FW0525,ArduPilot,Cube Black,v4.3.2,ardupilot_cube_black_525.bin,bin,24940195,9fad0f2b7fdb35a721e114a36093dfebf3dca50e0dd60d21905e563aaa69e58a,1,ECDSA,0,1,ARM,Linux,1,YAFFS,6.96,5.62,7.62,15315,8,3,0,1,21,3000,80,1
FW0526,DJI,Mavic Pro,v3.6.0,dji_mavic_pro_526.img,img,29774809,8e0d0c1cccc4d42f792597d43fdad5df6d22be54dc5b0381693edd54c22ca79b,1,ECDSA,1,1,MIPS,Linux,1,SquashFS,6.03,5.95,7.71,5662,3,2,1,2,26,1381,283,1
FW0527,Parrot,Bebop 2,v3.1.7,parrot_bebop_2_527.bin,bin,10875405,d63ded92d2489ebb4bf6fab1f1da20f9cf3247f5f6ef4c3dc81e61d5b940ea2a,1,ECDSA,0,1,MIPS,RTOS,1,None,6.51,6.84,7.57,11020,1,1,0,2,23,906,106,1
FW0528,PX4,Pixhawk 6,v2.9.4,px4_pixhawk_6_528.fw,fw,11771664,ac3765a2ccbb10148a1e8ba58c30db9feb723188ba7df02308eb5127f502c1d4,1,ECDSA,1,1,ARM,Bare-metal,1,None,6.01,6.53,7.75,10431,4,0,0,2,24,1407,199,1
FW0529,DJI,Mavic Pro,v5.6.7,dji_mavic_pro_529.img,img,26197421,4d897bbf08e201d9717ce06e6122723140a2e1ec889814b325444bb727713133,1,RSA,1,0,MIPS,Bare-metal,1,YAFFS,6.4,7.07,7.51,19210,8,1,1,1,5,1065,137,1
FW0530,Parrot,Bebop 2,v3.9.1,parrot_bebop_2_530.bin,bin,9526594,35ee1078c71139ea77fa9ba2f41ba26347fa4fb025dc212143615d439a74ac4a,1,RSA,1,1,MIPS,Bare-metal,1,None,7.25,6.93,7.73,19174,4,1,1,2,7,2432,210,1
FW0531,DJI,Mavic Pro,v5.8.8,dji_mavic_pro_531.fw,fw,4254781,e9ed4f60c91b7b12c4eb963e73ebd1d29f38a2be6462e9a3d6f1916348014f1f,1,RSA,0,1,ARM,Linux,1,YAFFS,7.08,5.81,7.83,10031,4,3,0,0,22,1936,73,1
FW0532,Parrot,Anafi,v1.3.3,parrot_anafi_532.bin,bin,19534126,f437f279aa7c1630afc9c195c1f1571669fe9ec4b6ae2882e04ec92291176d27,1,RSA,1,1,ARM,Bare-metal,1,SquashFS,6.31,6.58,7.02,5814,8,0,1,0,11,1680,203,1
FW0533,ArduPilot,Cube Black,v4.1.7,ardupilot_cube_black_533.fw,fw,2322205,9e346ac94240f8cb5c521cbc9f6a54aa4dca5b083c014e66cf51f9d377f6a7d9,1,RSA,1,0,MIPS,RTOS,1,None,6.23,6.57,7.16,17836,5,2,1,2,20,2197,120,1
FW0534,PX4,Pixhawk 6,v4.0.5,px4_pixhawk_6_534.bin,bin,27387693,045f58dd49d0022553c9d788636dc6415714b73ed9fcb37651ab505f2de2cb16,1,ECDSA,1,0,ARM,Linux,1,YAFFS,6.88,5.66,7.75,13220,3,1,0,0,18,2058,178,1
FW0535,PX4,Pixhawk 6,v3.9.3,px4_pixhawk_6_535.fw,fw,17833519,6b55ab7524f76577a4d2551398de4ab9c1e29d0d90d9413ec0e10efce89764d5,1,RSA,1,0,ARM,RTOS,1,SquashFS,7.16,6.54,6.97,18923,8,3,1,0,21,2733,289,1
FW0536,PX4,Pixhawk 6,v3.5.7,px4_pixhawk_6_536.bin,bin,12275453,7b85e29fe3b16e88e124aba23ed9a498452607fe553e30d8c11ef2a1f550edba,1,ECDSA,1,1,MIPS,Linux,1,YAFFS,5.89,6.19,7.51,6585,8,2,0,2,17,1654,219,1
FW0537,PX4,Pixhawk 6,v4.6.5,px4_pixhawk_6_537.img,img,2794535,d6b4aa8ebbfc7f7835be776e9d5dc237d78af817cd01c86697d46dfae5215062,1,RSA,0,1,MIPS,Linux,1,SquashFS,6.19,6.05,7.33,17396,1,3,1,0,22,2336,65,1
FW0538,DJI,Phantom 4,v5.5.7,dji_phantom_4_538.fw,fw,13498833,e47cc0dc37f9dec87624e483c70d976dc3d4c079e03d1dd8bbdf1b3b56add633,1,ECDSA,0,1,ARM,Bare-metal,1,SquashFS,6.32,6.82,7.26,6973,3,2,0,2,10,2595,112,1
FW0539,PX4,Pixhawk 6,v1.2.1,px4_pixhawk_6_539.fw,fw,19818325,77a52f8a8fcd53e4b88c68984ca96e375cfd5e2d541f78194acef96e356c73f6,1,ECDSA,1,1,ARM,Linux,1,YAFFS,6.55,6.28,7.17,10487,5,0,0,0,31,2550,151,1
FW0540,ArduPilot,Cube Orange,v3.0.9,ardupilot_cube_orange_540.fw,fw,4022874,62d7cabda16db4d0379115d7e6a877186222de04e2a355412f46fec0d45af960,1,ECDSA,0,1,MIPS,RTOS,1,None,6.33,5.61,6.88,5019,2,1,0,2,34,1581,242,1
FW0541,DJI,Mini 3,v4.7.2,dji_mini_3_541.img,img,29439330,d60b2e5f5af0b80adc21d3cae41c401309deb3de308a1064ca55bad30dfc1a7c,1,ECDSA,0,0,MIPS,RTOS,1,None,7.05,6.76,7.84,2703,7,2,0,2,29,877,52,1
FW0542,Parrot,Bebop 2,v2.9.5,parrot_bebop_2_542.img,img,7049771,8a0f9a7d262d75024e7da3a63c37f6ecde4dd752ab3f378fd0ba20244b1af62b,1,ECDSA,0,1,ARM,Linux,1,SquashFS,6.13,5.81,6.83,3292,3,2,0,1,25,1742,218,1
FW0543,Parrot,Anafi,v3.3.3,parrot_anafi_543.img,img,7479066,4779809238447a582ee1b983beeaffa98758e5775e8c8d4133b1990f8345470f,1,ECDSA,0,0,MIPS,Linux,1,YAFFS,5.84,6.97,7.74,8834,7,0,1,1,30,1613,102,1
FW0544,ArduPilot,Cube Orange,v5.8.1,ardupilot_cube_orange_544.bin,bin,7875273,79822fcd5dedfc691732941e58dbbff9e20150e3ae5a58a299b03a0db7afd081,1,RSA,0,0,MIPS,Bare-metal,1,None,6.37,7.19,7.26,8892,2,2,1,1,37,1258,291,1
FW0545,ArduPilot,Cube Orange,v4.1.5,ardupilot_cube_orange_545.bin,bin,14751661,853bcdd435ffab75b5ab77d36a1e02bd9e169590ae96bf6c732282ef6c52963f,1,ECDSA,1,0,MIPS,Bare-metal,1,YAFFS,6.17,6.69,7.52,14769,8,0,1,2,25,985,86,1
FW0546,Parrot,Anafi,v5.2.2,parrot_anafi_546.fw,fw,2311182,987b8f6aa9f71b82815c933d350cad711e7fe74093df978ac66b7074030f9423,1,ECDSA,0,0,ARM,Bare-metal,1,None,6.27,6.55,7.71,15737,3,1,0,2,16,2295,275,1
FW0547,DJI,Phantom 4,v3.6.5,dji_phantom_4_547.bin,bin,18695188,a6a4da125e80affa1d6b9a83dfd8ac77cf5b9873cc18213276a2ef2e1188c727,1,ECDSA,1,0,ARM,RTOS,1,SquashFS,7.22,5.56,7.76,15358,1,3,0,0,11,861,139,1
FW0548,Parrot,Anafi,v4.7.6,parrot_anafi_548.img,img,4225522,faecc1ac0242d6c42dca3c2da37c3ac826a4a20d65ac67f3e0e4d3bc92977dbc,1,ECDSA,0,0,MIPS,RTOS,1,YAFFS,7.24,5.94,7.16,19694,6,0,1,1,17,1315,106,1
FW0549,Parrot,Anafi,v1.6.4,parrot_anafi_549.bin,bin,24119414,7f200aa6b440778101874dcd69608a5fe31ad455c6a55e6161fbb367fa5b0c7b,1,RSA,0,0,MIPS,Linux,1,None,6.85,6.06,7.87,19036,5,1,1,1,28,1394,198,1
FW0550,DJI,Mini 3,v2.2.0,dji_mini_3_550.img,img,23202382,1308b70c6ec537973d2212f8dc4f09e6cea4f6d4c826c3ce2e234f9631cc7afd,1,RSA,0,0,ARM,RTOS,1,YAFFS,5.82,6.32,7.74,8152,7,3,0,1,21,2601,80,1
FW0551,PX4,Pixhawk 6,v3.5.7,px4_pixhawk_6_551.img,img,31948231,218d31edc37942645bc46d9ec3ae37e2b03f6ec79101f7208951fc81f117dc73,1,ECDSA,0,1,MIPS,Linux,1,YAFFS,6.48,5.54,7.4,5099,4,3,0,0,40,2011,82,1
FW0552,PX4,Pixhawk 6,v1.8.2,px4_pixhawk_6_552.img,img,16635238,58dfb6f3df8dd0c18334a8c2a2df287c1f66c28c1691613c129af671ca26679c,1,ECDSA,0,0,ARM,Linux,1,SquashFS,6.97,6.1,7.46,6973,1,2,0,2,38,1483,145,1
FW0553,Parrot,Anafi,v2.8.9,parrot_anafi_553.fw,fw,7557805,baf006342039194c52eae35cde61584fdaf635d2285bf3a14a95fc8b06bc39c9,1,ECDSA,0,1,ARM,RTOS,1,YAFFS,6.42,6.39,7.26,17615,8,2,0,2,24,801,69,1
FW0554,PX4,Pixhawk 6,v1.0.6,px4_pixhawk_6_554.bin,bin,26610850,ed75a6aa03c26acd9b8e4153994e59574bdf25acafc341424ba162844cf484dd,1,RSA,0,1,ARM,Linux,1,YAFFS,7.06,6.6,7.23,8336,4,2,0,0,22,1375,278,1
FW0555,ArduPilot,Cube Orange,v2.3.7,ardupilot_cube_orange_555.fw,fw,26818702,ce558658390a66e26597a1a89f1c9ee20698ea363c1c62f7a1198ad71d63297a,1,RSA,1,1,ARM,Bare-metal,1,SquashFS,6.63,6.39,7.65,17437,4,3,1,0,39,2661,89,1
FW0556,DJI,Mini 3,v1.6.4,dji_mini_3_556.img,img,31368029,2890e885eb77a6405c8b95a54dd82762cba0a1f7899cc5f64b3297b94eb6ccbc,1,RSA,1,1,ARM,Bare-metal,1,None,7.18,6.33,7.12,19132,2,0,1,0,36,2571,157,1
FW0557,DJI,Mini 3,v3.4.8,dji_mini_3_557.bin,bin,31030195,2d40332a1c74b0ce81970e76ad57f6945eb8f421037a1aa7cf04bfc50e21b451,1,ECDSA,1,1,MIPS,Linux,1,SquashFS,5.96,6.87,7.07,18219,4,3,1,0,36,2339,205,1
FW0558,ArduPilot,Cube Orange,v1.9.1,ardupilot_cube_orange_558.fw,fw,5617089,e89d9353ef699d5ef7d8f6df4c8293b71e3fe5f11740cc312454ead60726dfc9,1,RSA,0,1,MIPS,RTOS,1,None,6.99,6.09,7.67,17097,1,3,1,2,6,1684,195,1
FW0559,Parrot,Anafi,v3.6.0,parrot_anafi_559.fw,fw,13038141,de50ee33d013dfa1c694dc911be21008af99f2e2b30621f53d164cf614869d78,1,ECDSA,1,1,MIPS,RTOS,1,SquashFS,6.24,6.83,7.16,10623,3,1,1,2,30,2227,249,1
FW0560,Parrot,Bebop 2,v5.8.3,parrot_bebop_2_560.bin,bin,13199236,582ef39df50bbd7a861be2512566c771583425d1ac49472e0cb774888b7d90dd,1,ECDSA,1,0,ARM,Bare-metal,1,YAFFS,6.3,6.35,7.0,14540,4,2,1,1,26,2593,279,1
FW0561,PX4,Pixhawk 4,v1.3.9,px4_pixhawk_4_561.bin,bin,12830021,73b562fba103f021f13e9898291d2b2f4e227c7cd8d710c53ede48088e6d1282,1,ECDSA,1,0,MIPS,Bare-metal,1,None,5.92,5.66,7.58,15259,5,1,1,2,27,2425,84,1
FW0562,ArduPilot,Cube Orange,v5.9.1,ardupilot_cube_orange_562.fw,fw,29332537,cfd1e18308026e33568440a0e05248425007c6fcb97e65c6fa53ad851c1bd4d3,1,ECDSA,0,1,ARM,Linux,1,None,6.05,7.19,6.83,9355,4,1,0,1,18,1395,53,1
FW0563,PX4,Pixhawk 4,v4.6.8,px4_pixhawk_4_563.bin,bin,30773977,afc7f0bdbaf7c0cdb5b675f0d8d100a3579848cf9d92469044e4b907e82d8437,1,RSA,1,0,MIPS,Bare-metal,1,None,7.22,7.16,7.62,13926,5,3,1,1,20,2111,188,1
FW0564,PX4,Pixhawk 4,v2.8.9,px4_pixhawk_4_564.fw,fw,6512829,d2a88ea37ce5651d341960803eea3384e45736a14de658cfa19793d7f7e5d5c4,1,RSA,0,1,MIPS,Linux,1,None,6.16,6.09,7.57,9338,8,2,0,1,33,2836,201,1
FW0565,ArduPilot,Cube Orange,v4.8.0,ardupilot_cube_orange_565.bin,bin,2742062,2b1bd7c478e7e804067ff00de5e7b1d7222bdbfd6e5bc7bd49568f5a65038aa6,1,ECDSA,1,0,ARM,Bare-metal,1,YAFFS,5.9,6.72,7.43,2903,8,3,0,1,18,2651,129,1
FW0566,PX4,Pixhawk 6,v4.2.8,px4_pixhawk_6_566.bin,bin,21121240,661107f8b488df0be6c4a1caec0ea555f43a3760cdaa17e7a967a23b4a7edbb3,1,ECDSA,0,0,MIPS,Bare-metal,1,SquashFS,7.04,5.62,6.87,15556,3,1,0,2,16,1542,57,1
FW0567,ArduPilot,Cube Orange,v4.9.6,ardupilot_cube_orange_567.img,img,4989892,798260440b3ed3a043080267d62d8abd8d247ef3889814400464a743d5a692fc,1,ECDSA,1,1,ARM,RTOS,1,SquashFS,5.95,6.1,7.58,10257,8,0,0,1,30,1621,108,1
FW0568,PX4,Pixhawk 4,v5.4.0,px4_pixhawk_4_568.img,img,17157459,a6e3e533acd6552c5003230ca5fd409309e9a450528aa86b2688225ed202324a,1,RSA,0,1,ARM,Linux,1,SquashFS,7.34,6.4,6.81,14607,5,0,1,0,16,1572,212,1
FW0569,ArduPilot,Cube Orange,v1.2.9,ardupilot_cube_orange_569.fw,fw,9327410,b17a4f95252dabdea26fc868e52c52301da8d62c83787fc6ef6796544b8b9a27,1,ECDSA,0,1,ARM,Bare-metal,1,SquashFS,7.1,6.26,7.48,19615,2,2,1,0,27,1538,201,1
FW0570,Parrot,Anafi,v2.9.5,parrot_anafi_570.img,img,8481363,027c26001cf8ea98f86d072efecabe41b3730952583334a5454f19191dbf1e7d,1,ECDSA,1,1,ARM,Bare-metal,1,None,5.9,5.92,6.96,18081,4,3,0,1,8,2767,257,1
FW0571,DJI,Mini 3,v5.9.9,dji_mini_3_571.bin,bin,24263788,fa2c6fe494ceefc39d4caed6a918d096be2e7edb9639befc2501703b6fa9bf23,1,ECDSA,0,1,MIPS,Linux,1,YAFFS,7.02,6.0,7.49,15246,7,3,0,1,6,2812,76,1
FW0572,PX4,Pixhawk 6,v4.4.0,px4_pixhawk_6_572.fw,fw,15046253,0f07cb5937082b140c1d7cd27d5590468c03172726d2d669afa0da941880fc26,1,RSA,0,0,MIPS,Bare-metal,1,None,7.24,6.42,7.51,3571,1,0,1,1,17,2240,296,1
FW0573,DJI,Mini 3,v5.2.8,dji_mini_3_573.img,img,26781293,8841b4916948cc9a247ceec304b623c3dd739e2815b5e504430d83399b79318b,1,ECDSA,0,0,ARM,RTOS,1,SquashFS,7.23,6.71,6.88,8671,8,1,0,0,29,1643,280,1
FW0574,DJI,Mavic Pro,v2.6.3,dji_mavic_pro_574.bin,bin,10066062,328f23bbdafd9b1444bd254a35498afcd8d0bef4df57b94569e4eea586e583cf,1,ECDSA,1,0,ARM,Linux,1,None,6.19,6.64,7.77,15855,5,1,1,1,5,2503,260,1
FW0575,ArduPilot,Cube Black,v4.4.9,ardupilot_cube_black_575.img,img,30274113,879782ac211e8b8f9114dbe2c899ad8e1ae376f0f99defd9361409beb6b9ec30,1,RSA,1,0,MIPS,Linux,1,None,6.9,5.62,6.93,7207,8,0,0,2,25,1485,291,1
FW0576,PX4,Pixhawk 6,v3.9.4,px4_pixhawk_6_576.img,img,19993902,d5b4c9d6bb4cca856223db311eb6fadb7ad9b4d04f63765370319a8c5a1bca04,1,RSA,0,1,ARM,Linux,1,None,7.15,5.84,7.37,3169,8,3,0,0,19,955,263,1
FW0577,ArduPilot,Cube Orange,v2.6.9,ardupilot_cube_orange_577.bin,bin,27586643,e13e1d7ef8f54ae632cca43f740534f75535aa2b036a23ef037f0754572dcbe5,1,ECDSA,1,0,MIPS,Bare-metal,1,SquashFS,6.86,6.36,7.87,8895,6,0,0,0,26,1827,285,1
FW0578,Parrot,Bebop 2,v4.6.2,parrot_bebop_2_578.img,img,8732673,dda8f8b62238e16f8a269192e33bf33371a713d375f78b9fb69c66d992adccbd,1,ECDSA,0,0,ARM,Bare-metal,1,SquashFS,6.34,6.73,6.83,16435,2,1,1,2,15,1387,190,1
FW0579,PX4,Pixhawk 4,v4.8.8,px4_pixhawk_4_579.bin,bin,24976827,ee206e6d8772556a495bf44f172c3395ed2094a87071c518b47c39a441af6c82,1,RSA,0,1,MIPS,Linux,1,SquashFS,7.24,6.66,6.81,2112,1,3,0,0,7,1102,55,1
FW0580,ArduPilot,Cube Black,v4.3.7,ardupilot_cube_black_580.img,img,25005253,7cb30fb1a089ad686e40c0ea588a9c2fc6b32f15269ddd7865c6da9d137ec20a,1,ECDSA,1,1,MIPS,Linux,1,YAFFS,6.66,6.11,6.96,7713,7,2,0,1,6,2568,256,1
FW0581,PX4,Pixhawk 4,v5.3.6,px4_pixhawk_4_581.bin,bin,17432759,336fe02c06946e10064d542ed0da34ee37e6a3fdfe9e2cc8e7ac72fec1a0eb6f,1,RSA,1,0,MIPS,RTOS,1,YAFFS,6.54,6.27,7.85,17188,6,2,1,2,30,1345,235,1
FW0582,Parrot,Anafi,v5.3.9,parrot_anafi_582.bin,bin,25910548,ad410daa7883e4d37fea81ee4a44e269d9752c08c9aa9218d70af9adf103690d,1,ECDSA,1,1,MIPS,Bare-metal,1,YAFFS,6.14,5.74,6.92,16821,5,3,0,0,18,2183,191,1
FW0583,Parrot,Bebop 2,v4.0.3,parrot_bebop_2_583.fw,fw,16488260,87e0fa118692af35d644aa52aa7fefbdfe7fa8c77e172667ff99ffac37823e06,1,ECDSA,0,1,ARM,Bare-metal,1,YAFFS,6.72,6.86,6.97,12370,8,1,0,1,25,2973,238,1
FW0584,DJI,Mini 3,v1.0.0,dji_mini_3_584.bin,bin,28406071,d6208589aeca032275bfcedec384b84667e171661a55770e2bb73638e89e43b3,1,RSA,1,0,MIPS,RTOS,1,SquashFS,6.99,7.13,7.14,4163,6,2,1,1,26,1517,124,1
FW0585,PX4,Pixhawk 4,v2.6.1,px4_pixhawk_4_585.fw,fw,7362414,ae8b20cd3ab029973859ff6695925dd43b646007ea2ff971e873f70ed1c4ee25,1,ECDSA,0,1,MIPS,Bare-metal,1,SquashFS,7.36,6.63,6.96,16578,2,0,0,1,35,2353,172,1
FW0586,Parrot,Anafi,v4.9.9,parrot_anafi_586.fw,fw,25089525,3b7608af34efc8428ca2384c564c3a60adf4bf909edd21f996149793238f73c8,1,RSA,1,0,MIPS,Bare-metal,1,None,6.35,6.08,6.89,14123,2,1,0,2,24,2412,284,1
FW0587,Parrot,Anafi,v3.1.5,parrot_anafi_587.fw,fw,8614646,7b0a69774d3d708fcaa179192311e32407b025d352aa3c758c9666d9d03bc555,1,ECDSA,0,1,ARM,RTOS,1,YAFFS,6.11,5.98,7.37,2768,8,2,0,0,20,2055,117,1
FW0588,ArduPilot,Cube Black,v4.1.5,ardupilot_cube_black_588.img,img,3357469,977466bed1e4e6eec7428dc2bdb37d4021cf0ee981f929c00d7d78ecf8296539,1,RSA,0,0,ARM,RTOS,1,YAFFS,6.12,6.3,7.23,10856,7,2,1,2,32,2467,231,1
FW0589,PX4,Pixhawk 4,v5.3.7,px4_pixhawk_4_589.img,img,26129566,6ae68c4f6ebe7c8ca484327dcb24c6eba507b23343eff9c207041509d1595b3e,1,ECDSA,1,0,MIPS,Bare-metal,1,SquashFS,7.09,7.05,7.75,5719,1,1,0,0,9,1525,145,1
FW0590,DJI,Phantom 4,v1.1.0,dji_phantom_4_590.fw,fw,28892436,f4cc1565c4d773f804e5aa862d338f8573b30b6a6839f2f7bc470a603d025c40,1,RSA,1,0,ARM,Bare-metal,1,None,7.35,7.15,7.49,12842,2,0,0,2,13,1617,285,1
FW0591,DJI,Phantom 4,v1.6.3,dji_phantom_4_591.bin,bin,26100618,3ee048ac7f324fb9f6f495b2e81ee652d993a1f727b43274ac7d09bdbeb38775,1,RSA,0,0,MIPS,RTOS,1,None,6.65,6.31,7.02,18230,3,3,1,2,8,2612,97,1
FW0592,DJI,Phantom 4,v2.8.9,dji_phantom_4_592.bin,bin,8634399,4d141fd11830a48922dc666fb5f3ac7b69ffaf71c26d5fb1d148bfc576c54fc2,1,RSA,0,0,ARM,Linux,1,YAFFS,7.01,5.89,7.23,11722,7,2,0,1,21,2212,238,1
FW0593,Parrot,Anafi,v3.2.1,parrot_anafi_593.fw,fw,31882103,a1cbeb845c377ffbebedbd368ced77d5abd8508afa578eaeaf0388cc527ead6a,1,RSA,0,1,MIPS,Bare-metal,1,SquashFS,6.79,6.89,6.89,16612,1,0,1,2,28,1069,195,1
FW0594,PX4,Pixhawk 6,v3.7.4,px4_pixhawk_6_594.img,img,14016262,35b51fdecf2b6eae930b5b1cc66c803e7a66f5b75d311e88ff34f7b5775f281c,1,ECDSA,1,0,ARM,Bare-metal,1,SquashFS,5.87,6.1,7.31,17127,6,3,1,1,33,1425,86,1
FW0595,ArduPilot,Cube Black,v3.6.2,ardupilot_cube_black_595.bin,bin,31305157,43dcfeeed16e677fcba69f7b45cd2e2aa740f652b9bde455006559d0d7a4cdb8,1,ECDSA,1,0,MIPS,Bare-metal,1,SquashFS,6.04,7.11,7.04,2537,7,3,0,1,26,1610,55,1
FW0596,ArduPilot,Cube Black,v3.3.3,ardupilot_cube_black_596.bin,bin,12184512,65b7c91ec9755c1bcff99e96b0de925de080cbb56e00625a27a35a27ba867a0f,1,ECDSA,1,1,MIPS,Linux,1,YAFFS,7.35,5.6,7.86,4192,6,3,1,0,20,2924,291,1
FW0597,ArduPilot,Cube Orange,v3.2.5,ardupilot_cube_orange_597.img,img,18458679,f05daa9af49b3f4d755e1dc44c91e0595e4c752388c05f19a3d78be4354d035a,1,ECDSA,1,0,ARM,Bare-metal,1,YAFFS,6.35,6.13,7.56,6198,6,3,0,0,33,2315,156,1
FW0598,Parrot,Anafi,v3.7.4,parrot_anafi_598.img,img,25094904,4a24c13cb36e680f162d942dfafa212341a4bd594321671a8819dad728361e33,1,ECDSA,1,0,ARM,RTOS,1,None,6.72,7.05,7.58,9766,4,3,1,0,25,2892,275,1
FW0599,DJI,Mavic Pro,v1.8.7,dji_mavic_pro_599.bin,bin,22924778,670da3d4bfaa15dfc5a827a15e2a06f475972032f8282bebec10b813e270977d,1,ECDSA,1,0,MIPS,RTOS,1,SquashFS,7.07,5.97,6.96,3934,8,1,0,2,5,2140,141,1
FW0600,ArduPilot,Cube Orange,v3.9.8,ardupilot_cube_orange_600.img,img,12738615,c014d39ee9a25a684b08bc0da6b8414581f65f441352836048738989dfefc6cf,1,RSA,0,0,MIPS,Bare-metal,1,SquashFS,6.98,5.83,7.68,11255,4,3,1,2,5,2021,116,1
FW0601,Parrot,Anafi,v4.1.5,parrot_anafi_601.img,img,2848380,29f8fcf5a2aaa648b0e39797dd68ff79b67f388e7675f5b84819190cde24d162,1,ECDSA,0,1,MIPS,Bare-metal,1,SquashFS,6.75,6.79,6.92,10963,8,2,0,2,34,1966,91,1
FW0602,Parrot,Bebop 2,v3.8.7,parrot_bebop_2_602.bin,bin,6157895,6220c031d0af86e0a53cde07469d49f521c020674a36a121490b4fe200a4da60,1,ECDSA,0,1,MIPS,Bare-metal,1,SquashFS,6.81,6.6,7.24,12702,1,2,1,2,7,2895,64,1
